-2.251063429033050234e+00,1.087794497799016602e+00
-2.345397454971769324e+00,-1.174904484393556769e+00
-2.812699769573638431e+00,4.148214073097911125e+00
-4.000700408440086342e+00,-7.595593352478940963e-01
-5.688703652646081022e-01,5.856864066039241479e+00
-2.693158331586978260e+00,-6.561966346669486638e-01
-1.946339464038544964e+00,3.505109834072006603e+00
3.211977812525351972e+00,1.475585060273227445e+00
7.620295822338039038e-01,-9.874786301553911683e-01
6.784395362792500883e+00,-1.190965028549424876e+00
6.726332566072205310e+00,8.868852190351074194e-01
3.930835033039095538e+00,1.803550662264354010e+00
5.513250798112620643e+00,-2.511641956174753831e-01
5.450315029092076102e+00,2.874572007860561662e+00
5.275328984599773285e+00,3.768212883908194755e+00
1.376227636613198690e+00,3.145786863861733007e+00
-3.509312866988303359e+00,2.595347592591211061e+00
-3.716164309415667333e+00,-2.388440199158210417e-02
-4.153307371386781632e+00,2.462334798511891076e+00
-2.257026413058464964e+00,7.840318770621164113e-01
-1.638638995957527156e+00,6.331778680580334440e-01
-1.520315089719551427e+00,6.440330245381520324e-02
-4.316548751407085938e+00,-1.680156307662513671e+00
-4.077270440326333123e+00,-2.965596310561454008e+00
8.596444850657153580e+00,-2.190539093160132289e+00
8.910007648485676057e+00,-8.440073945353705476e-01
7.338055627158318828e+00,-2.019358575155017377e+00
7.852951678865861318e+00,-1.573417164597681994e+00
5.168797051741139015e+00,-2.186019413194658867e+00
7.806617294481526415e+00,-7.966549840771357527e-01
3.002794693448803010e+00,1.620923662152465861e+00
7.634139452746632193e-01,3.971811630843174790e+00
-2.749905165134460816e+00,-1.659100652665020492e+00
-3.090262237656697497e+00,-1.483875950281963396e+00
-1.358593294043684230e+00,1.290806344511665094e+00
8.035251062763117957e+00,-2.549788957781057075e+00
-4.440763844797395166e+00,-9.956500226040000401e-01
-4.100747980230139866e+00,-1.318372094956201890e+00
-4.253258946343626334e+00,-1.234210191104999410e+00
-4.240717429882463030e+00,-3.309372570275623260e-01
-5.111578871640769073e+00,-2.016735008347655678e-01
-4.261525654524593421e+00,-1.801731865011249045e+00
-4.746843423734368628e+00,-6.065140920576711503e-01
-2.475687684557080992e+00,-1.340558573080373073e+00
-3.590935181198167570e+00,2.899229655706286879e-01
-3.620438197339856945e+00,-3.487527330781677315e-01
-4.117062412316559339e+00,-1.322748291559202372e+00
-4.083832481400347270e+00,-1.254955356507192255e+00
-4.588897406601317286e+00,-1.523355701378812377e+00
6.868189434531304371e+00,7.557265658089698523e-02
5.666591164842182948e+00,2.752817286959767351e+00
7.418429870874303944e+00,9.350951763714363540e-01
-3.903193439469103243e+00,-1.700448137041160601e+00
-2.626557331944779694e+00,-2.171420188463133893e+00
-4.068794461335884627e+00,-1.839777914579466059e-02
7.211535770459210681e+00,-2.256025033460227647e+00
-5.831696083364886540e+00,-5.512562250256871632e-01
2.712080910159896163e+00,-1.830224288575676761e+00
-3.737099774390604701e+00,-1.375770799052899118e+00
-5.638513308153176418e+00,-5.651376450900595649e-02
-4.882063425209383745e+00,2.717533490573470711e+00
6.943927687613953736e+00,-1.514170411683859907e+00
