-2.251063429033050234e+00,1.087794497799016602e+00,-7.811800693397305539e-02,-9.964486022845069346e-01,-2.175588288857086272e-01,-4.233120500856454860e-01,-6.303110918074573688e-01,2.709382900285758899e-01,1.941612257275786013e-01,2.077423397461068133e-01
-2.345397454971769324e+00,-1.174904484393556769e+00,6.468261197800720952e-01,-1.462800368177490817e+00,6.491577299256114930e-01,-2.466794750931467217e-01,-4.279246346503891019e-01,2.164504281709077049e-01,8.028656561181848894e-02,-2.003605534761696005e-02
-2.812699769573638431e+00,4.148214073097911125e+00,-4.873146888272767985e-01,6.522541760136194022e-02,-1.024181856025433879e+00,-2.023534130496170216e-02,-4.976110695737414602e-01,3.021227548951593844e-01,1.156728895105069328e-02,7.308757431050458275e-02
-4.000700408440086342e+00,-7.595593352478940963e-01,4.888144942471648324e-01,-2.794098147142243249e-01,9.471376922941919518e-02,-3.558461360904196513e-01,3.161441692134829284e-01,1.513204424916648472e-01,-1.573284917077536274e-02,-1.123253049559706507e-01
-5.688703652646081022e-01,5.856864066039241479e+00,-7.616226214603066813e-01,-3.846769778838348142e-01,-1.030612858774385465e+00,3.880822176826203562e-01,1.338550045832346824e-01,-3.474362691901230343e-02,3.133222067390283860e-01,-1.382716826163586654e-01
-2.693158331586978260e+00,-6.561966346669486638e-01,-2.736225984431137626e+00,-4.519317481487306054e-01,1.852875493558879816e-01,4.843801130152975559e-02,-2.073507385011987281e-01,2.048902075603380168e-01,7.629043246592433214e-02,1.870514365719617156e-01
-1.946339464038544964e+00,3.505109834072006603e+00,-2.239472895143834186e-01,-8.132369054538302056e-02,-7.751554440799026668e-01,1.551316608052729640e-01,-4.588917344415423538e-01,-1.391750444131474584e-01,-1.136839211664887467e-01,-3.140572897875312797e-01
3.211977812525351972e+00,1.475585060273227445e+00,-3.891538174015764240e-02,-8.517082797467460109e-01,3.838077183640442036e-01,3.095780374318376493e-01,6.688795368516489703e-02,-1.191839718150104338e-01,-3.874104160556017251e-01,-2.975861616729906789e-01
7.620295822338039038e-01,-9.874786301553911683e-01,-6.511310551818914050e-01,-1.776104110370454459e+00,1.107336173620806719e+00,4.137602548799519941e-01,3.139006182667057332e-01,5.735094108193700135e-01,-4.036894643217318057e-01,-7.008154527817758717e-02
6.784395362792500883e+00,-1.190965028549424876e+00,6.779065212499008064e-01,8.123933381246860319e-02,-3.260320964513993558e-01,3.272031764598116177e-01,-3.809641033361338414e-01,-9.346542781054659188e-02,-1.127912629933201655e-01,-8.017387705692836930e-02
6.726332566072205310e+00,8.868852190351074194e-01,-3.683158086772831408e-01,5.298380487852455412e-01,1.409201243456378871e-01,-8.657445410950050102e-02,-6.476404636984996188e-02,-4.297837843676260428e-01,-2.983569497947771709e-02,1.201992696623848528e-01
3.930835033039095538e+00,1.803550662264354010e+00,-3.240516870490466050e-02,-7.340623155704962821e-01,-6.758020316197078936e-02,-1.587770093268889987e-02,-5.607193299306806322e-01,-2.409339499475803281e-01,4.663123152291527573e-02,-3.950233406668787750e-02
5.513250798112620643e+00,-2.511641956174753831e-01,1.829440091181915307e-01,-8.988853631042182935e-01,3.898469912571461138e-01,4.109711698298005450e-02,-4.143938981186295889e-01,-2.670981192857086947e-02,1.798146149960581086e-01,-1.532138511752000609e-01
5.450315029092076102e+00,2.874572007860561662e+00,-8.353139725710401198e-01,9.906379308109135584e-01,1.578574778493790243e+00,-4.537966329851843561e-01,4.235869743447335384e-02,-1.320207554687585771e-02,-1.367314577268349263e-01,1.075382476184866543e-01
5.275328984599773285e+00,3.768212883908194755e+00,-6.885168682532221140e-01,6.134276120606358962e-01,1.700495685079959296e+00,-8.425528116013714097e-01,4.769242697090555483e-01,3.471285306255594144e-02,-3.904310825193379464e-01,-2.119574781291738430e-01
1.376227636613198690e+00,3.145786863861733007e+00,-7.835865287687738823e-01,-1.308099659497494960e+00,-5.008669110399284197e-01,6.715192393999513953e-01,1.608867680068655770e-01,-3.661460988829348673e-01,7.676819966419244634e-02,1.353536962200327654e-01
-3.509312866988303359e+00,2.595347592591211061e+00,1.602974085141607441e+00,-2.179649984658237061e-01,-6.256761347949069130e-01,-7.449538350251165841e-01,-7.090793607746787020e-02,1.215313148810326510e-01,2.848498472890958685e-02,9.359686562682138777e-02
