2.146054701352822225e-01,-2.297699464913360856e+00,5.648411878471716330e-01,2.191975932829125728e+00,1.180132597625744406e+00,-2.761756335934911100e+00,-1.538266809897398835e+00,1.724796176895926125e+00,-7.970631436943558246e-01,1.124882962299664557e+00,-1.005569109206823075e+00,8.528683859137390355e-01,-7.234977830052252701e-01,7.706689312083285781e-01,-9.443282705213120742e-01,-1.939288722866148840e+00
-6.770376819932233392e-02,-2.076906680278968409e+00,6.126075889565257837e-01,1.554808882853569552e+00,8.845434884210622295e-01,-2.591274483448766208e+00,-1.240526200452237937e+00,1.472576777551655836e+00,-7.755271973305495337e-01,1.590194383053614269e+00,-1.062600148208627582e+00,7.117826073002310183e-01,-9.338909592107443869e-01,5.999996170741392909e-01,-6.985403274667644213e-01,-1.742949032931216946e+00
5.837808238596459143e-01,-2.737427630099430687e+00,2.287440269757507749e-01,3.088774933392517408e+00,1.708075525212322310e+00,-3.205853171609123642e+00,-1.836267382405537107e+00,2.007720544483462266e+00,-9.519141827352842755e-01,5.792069783361848412e-01,-1.325504284923929132e+00,1.133201951139788166e+00,-6.878020417670347442e-01,1.080318017765503180e+00,-1.246912627681548535e+00,-2.405219915038533163e+00
2.589974366876500178e-01,-2.521157402439956563e+00,4.103211373673819606e-01,1.911886871046807546e+00,1.480762147164179421e+00,-2.775684590528896045e+00,-9.164041012451612511e-01,1.862827024700059564e+00,-1.034503408054380902e+00,1.999203915445065816e+00,-2.050939973151984397e+00,1.271776977707960166e+00,-8.060603951429137215e-01,8.568313775830005419e-01,-5.735015941530591244e-01,-2.420910266468699668e+00
7.308588588269566699e-01,-2.388551138999498669e+00,4.760702421226764569e-01,3.283290241085118133e+00,1.242251157931208549e+00,-3.416238589459081876e+00,-2.378084759796231573e+00,2.014676346302705756e+00,-8.679562924252682832e-01,-7.849924185678473776e-03,-5.679399063279088472e-02,6.581314798229189744e-01,-7.156218370494246139e-01,8.859996952562151362e-01,-1.816926849996294280e+00,-2.215366392506810556e+00
4.811480358745577335e-01,-2.335843961200196439e+00,4.443875003328991991e-01,1.785838603041947081e+00,1.209180374958322535e+00,-2.792812226851764112e+00,-4.401381612023295697e-01,1.616957532322049085e+00,-5.885991242355771424e-01,2.266831506690050624e+00,-7.101886118942792869e-01,1.330128450781178140e+00,-9.790244471747326926e-01,3.158860128723995908e-01,-1.178475488603849264e-01,-2.060919814379280623e+00
4.711782132034442738e-01,-2.504493618846090008e+00,5.139133248768739115e-01,2.829014315496281018e+00,1.234048896004576790e+00,-3.094603745688505825e+00,-1.855579966122819835e+00,1.844522833274954365e+00,-9.325739153160054196e-01,7.085819851906899336e-01,-1.142748153430109381e+00,9.415426706314561356e-01,-6.212536326637879691e-01,9.902259761042213615e-01,-1.286400304316179355e+00,-2.186793881482939295e+00
-1.132842935187745037e-01,-1.604173595488887161e+00,1.028246704142093515e+00,1.927148597259984886e+00,-2.577025662878371648e-01,-3.118980441831378680e+00,-2.919549273173263959e+00,1.380330518411130525e+00,-8.097799103902107998e-01,9.334569576573496785e-02,1.243103592782842215e+00,-5.497939977902467357e-01,-1.229473912023822280e+00,1.299132271294159979e-01,-1.779020371781491638e+00,-1.014774063864974929e+00
-9.854857313535787811e-02,-1.570288300109405011e+00,7.094833702953587951e-01,1.166326091845415691e+00,2.307014804983865963e-01,-2.393839179170386799e+00,-1.602675673142614832e+00,1.195745766292512391e+00,-6.687732285988216008e-01,1.148615793929858020e+00,6.192814262215560195e-01,-2.829277955336961109e-02,-1.170528029581604734e+00,-3.370325566502904713e-02,-8.170271116267733280e-01,-1.191065134536412273e+00
-1.334371616785927195e+00,-1.572882872654496111e+00,1.630012924906199867e+00,1.276613702459059585e+00,-1.509035438791922923e+00,-3.158678196740090094e+00,-4.065787981182419131e+00,1.276790795758085961e+00,-8.250068515005826164e-01,-5.610864986503027833e-03,2.090410264926097383e+00,-1.595463747893278939e+00,-1.560337694282623255e+00,-2.086742430117768388e-01,-1.994468024569242104e+00,-2.773179100207054382e-01
