3.378868416202172598e-01,3.382905069047630331e+00,4.569864709807711090e-01,-9.856787004509018693e-03,2.566463218362354803e-01,1.001086758614049721e+00
3.035228168802685533e-01,3.456364663639547086e+00,2.925497341225992143e-01,-1.748711446293982896e-01,2.482547259800172434e-01,9.965351630416640072e-01
3.573860755437620607e-01,3.624814316691840954e+00,8.334947984613515493e-01,-8.648745742008955364e-03,2.140726122650744856e-01,8.267981864766773548e-01
2.892193619764982238e-01,4.423593938667491621e+00,5.975466455203061189e-01,-3.967840869735568543e-02,3.112697064768675248e-01,8.167827664587289371e-01
5.380103489444058029e-01,2.919572735025597776e+00,5.205869870719225245e-01,5.147764426037213653e-02,2.578794696058063218e-01,8.928609033677630258e-01
6.549531174090056362e-01,3.889668235629167192e+00,6.360682323367097268e-01,1.810847933918630082e-01,9.914379733765535385e-02,7.370905931055874438e-01
4.988426708085228478e-01,3.397475496613406865e+00,7.359405587766914003e-01,-6.385486246740718075e-02,2.550234477961029200e-01,8.531963294240673124e-01
5.662374644071003216e-01,2.203628468686432917e+00,-1.068721170956010991e-01,-7.239176585049981183e-01,3.451562697191351559e-01,1.461338292024724650e+00
3.358545521127539457e-01,2.572472992292024419e+00,-2.441939808455348068e-02,-2.971447009853844801e-01,3.537074969500077493e-01,1.236196030134774526e+00
3.094845378974090400e-01,2.246125104987050758e+00,-4.662924596843409097e-01,-1.521833812438684985e+00,3.875044150933640852e-01,2.175007158319158584e+00
6.652428384282810248e-01,1.824217204774972068e+00,-2.744274052593238533e-01,-1.318015702837920244e+00,2.706630976608079830e-01,1.973693837369624005e+00
5.578461265321849050e-01,2.151841320547252412e+00,-1.082509126977620507e-02,-8.170087516219936008e-01,3.198539314068644668e-01,1.577129026801841194e+00
5.386209849580233522e-01,1.986045230708366249e+00,-3.818766225385880619e-01,-1.049773496946289297e+00,3.971014293547873719e-01,1.955134369453054077e+00
9.438089130604089272e-01,1.858141131654641898e+00,-1.967679780898199393e-01,-8.465112092313371583e-01,5.275750394357278106e-01,1.675160830586355010e+00
9.661451364448376822e-01,1.663515180740335886e+00,-1.043017540712294772e-01,-7.292532499666832813e-01,6.806143477080267568e-01,1.585095683036471303e+00
5.105422167126812960e-01,2.587717845716596354e+00,1.941363250531240314e-01,-3.928284596225218306e-01,2.479044418108125314e-01,1.175023463212555797e+00
2.161755332568170707e-01,3.738035826224287206e+00,6.710947987568663953e-01,-2.038752237920271604e-01,2.850639892170140910e-01,9.781664310668509721e-01
1.728179421972947105e-01,4.139201751224510950e+00,5.140899605837251363e-01,-4.251556156216883542e-01,1.964220873250187294e-01,1.091726650457747638e+00
2.306840935262153280e-01,4.101237159445323854e+00,5.132386545525119415e-01,-2.475132402996135239e-01,2.930001953630782530e-01,8.788902960110367424e-01
4.038523147392206747e-01,3.852671654102971743e+00,2.927722007833667428e-01,-4.631342207359205598e-02,2.455819796987853965e-01,9.768781866413956960e-01
4.594537991267401145e-01,3.858189252196979169e+00,3.776194744873312970e-01,-4.456323734185027585e-02,2.291100958003581267e-01,8.580848665284610544e-01
6.609579225671279312e-01,3.801583670467441944e+00,4.738035184147373347e-01,1.966277638281712647e-01,4.332158438652045085e-02,7.752854359280323404e-01
