2.409317409094233475e-01,-2.986954655506051659e-01,-4.124969952297771192e-01,4.313977210467034307e-01,-9.706424262126932545e-01,-3.213328342965747209e-01,-1.590423197862549820e+00,-6.347002827449365059e-01,1.057458590460296222e+00,-2.368185830857798546e-01,-3.313334227836476908e-01,1.192444187727829785e+00,-6.529098967770464723e-01,-1.631654150146557569e+00
5.847127369256626128e-01,-1.929130614271735156e-01,-2.396711519243706068e-01,4.597176855606319168e-01,-1.267695232153341234e+00,-3.063757284543279780e-01,-1.422926101048183289e+00,-8.685713325579165200e-01,9.946253432667113703e-01,-2.556124690667860855e-01,-6.432386492133582712e-01,1.471290348397219505e+00,-8.222407559606410565e-01,-1.700328415078542932e+00
-2.510364415045961417e-01,-3.415032910848608827e-01,-4.784578531416273650e-01,1.536209045516622185e-01,-1.135389508817155946e+00,-2.536844894047315946e-01,-1.808063648942308754e+00,-6.665932492600631365e-01,1.490620792007159467e+00,-4.473811026829514481e-01,2.325139268226815992e-01,8.816487486585188327e-01,-8.804167442846932978e-01,-1.723114102490020283e+00
5.318675984940758328e-01,-2.438093478719280671e-01,-4.383885499125282359e-01,4.906043211758534528e-01,-1.737668732283762507e+00,-3.469191609902862461e-01,-1.701030679566860826e+00,-1.494870445690334781e+00,2.077584517412518039e+00,-6.936136092800823105e-01,-6.118348967077763545e-02,1.554189799933331839e+00,-1.845574374543120344e+00,-2.375217873960255854e+00
-3.728313633267642535e-01,-1.525404500314097578e-01,-1.920007569282670967e-01,-2.213776170216841255e-01,-6.013988242852114086e-01,-3.688915271448678368e-01,-1.692032020320290542e+00,-4.034302174410743513e-02,5.252009286868897231e-01,-3.661229628148341287e-03,-1.608309549785204573e-01,4.790342679786234736e-01,1.563379507342819996e-01,-1.206485463096079069e+00
-4.327898586565360195e-01,-8.679258916812386537e-02,-5.194076157386022796e-01,2.051553308470528969e-01,-1.179520308954271846e+00,-1.345441926283614531e-01,-2.045887383526948433e+00,-9.737112459768564321e-01,1.476555765123356290e+00,-3.940215615229382407e-02,-3.269191056461395184e-01,1.045629237025230029e+00,-8.557463462559663503e-01,-2.299430908504405568e+00
1.221156204657137812e-01,-3.532354159167517826e-01,-2.859190463800369009e-01,2.619883634032904030e-01,-1.108534430328643738e+00,-2.171694083118821117e-01,-1.586108448625262790e+00,-3.200697551938812002e-01,1.076477871567142586e+00,-3.003020821176449751e-01,-1.130725500385079546e-01,8.831428741887985545e-01,-4.655014519527283512e-01,-1.432642593222110516e+00
5.147321151966192110e-01,-1.793417297896024720e-01,3.587739753199586934e-01,2.698765849406640216e-01,-7.855183985818929571e-02,-7.280596895384462697e-02,-1.354216476280975190e+00,9.173621352654885985e-01,-1.259360874191080226e+00,5.817132835461141793e-01,-2.013417245485747742e+00,1.066285298489624056e+00,2.191717973525509677e+00,-5.929483308031287953e-02
1.536517154397110951e-01,2.672896140788767749e-02,6.576599426495731426e-02,2.131404428765051318e-01,-5.784186337774583908e-01,-1.295957175515298487e-01,-1.372744741662588419e+00,-4.778700439763751417e-02,-7.548285040574227722e-02,2.257216426751056104e-01,-1.280630007491788458e+00,1.111269934798757353e+00,9.170288888307847053e-01,-1.047823810159165481e+00
1.608797337310827968e+00,-3.596275367055596917e-01,1.848267870633902576e-01,1.166265125396970248e+00,4.556892568449417147e-01,-2.384472519395306259e-02,-1.523502665544913759e+00,1.809618491028207821e+00,-2.652920725712150762e+00,1.304673619209806956e+00,-3.888961111743743260e+00,1.948211646494030447e+00,3.907895165624790224e+00,9.967104913712631076e-01
