-1.800975042678827076e-01,-2.359650053354495292e+00
-7.847424598745957047e-02,-2.242946080125826747e+00
-1.077913812520859133e-01,-2.501254414802282611e+00
-2.973677831295994459e-02,-2.262623197953427923e+00
-3.306642547049895575e-01,-2.878309049148452647e+00
2.933407372866333462e-01,-2.969132177711720555e+00
-1.544746268572072534e-01,-2.399436682567670509e+00
-7.278142342664741804e-01,-3.039162622026411409e+00
-2.343474252796040325e-01,-2.649642928300650180e+00
-1.300207676076311714e+00,-3.102656859634319808e+00
-1.054738470980588927e+00,-3.570220575333981738e+00
-8.401980242131564802e-01,-3.137122479154943022e+00
-1.005114246890807195e+00,-3.297359605117979431e+00
-8.646626034562467922e-01,-4.241870840900055839e+00
-8.879496414366881973e-01,-4.379041879351088795e+00
-5.745707821231517132e-01,-2.846905806849952203e+00
-3.506418812066357527e-01,-2.034083697220547382e+00
-3.201451495617130272e-01,-1.712967828032555984e+00
-3.154776798656981351e-01,-2.033745292388370984e+00
5.572106824022757254e-02,-2.695424372654893652e+00
-6.166364454322804944e-02,-2.774643549895820183e+00
3.279101595865643870e-01,-3.275061939679263290e+00
5.713047400114573682e-01,-2.619689672521714918e+00
7.861882879487956943e-01,-3.076183614477308037e+00
-1.379529072795740108e+00,-3.280753723383391218e+00
-1.336026235460417766e+00,-3.567473038133139873e+00
-1.264547264230813539e+00,-3.016627055520874290e+00
-1.397197569146723328e+00,-3.309036817344541248e+00
-9.618604735151585761e-01,-2.633958171373577795e+00
-1.437433657670178722e+00,-3.425220752934578616e+00
-6.493860093796440802e-01,-3.180926259656469135e+00
-5.344261141726341924e-01,-2.712977413244841873e+00
-2.454531872338666931e-01,-1.897130569122909005e+00
4.458177414452088039e-01,-2.863921716685196461e+00
-3.383535375192708861e-01,-2.631431985412168384e+00
-1.534939627118584227e+00,-2.940904314833857391e+00
5.782050047953765093e-01,-2.534097221250561915e+00
3.760871918050147089e-01,-2.704716310435153481e+00
-2.198384283644665149e-01,-2.052316531255165000e+00
-2.648440987001447477e-01,-2.044131667231228633e+00
-6.426189621920713746e-01,-1.377859308599605814e+00
-3.127663176537475165e-01,-1.690924070944833435e+00
-2.146839533046931703e-01,-1.708052342592374373e+00
-3.179780580288530389e-01,-1.758744543093977875e+00
-8.640704929066933548e-02,-2.452244319832502129e+00
-6.435989596940840107e-02,-2.376139330067847055e+00
5.555634147383283761e-01,-3.005310027004264306e+00
5.364197067432151522e-01,-2.821773507352161481e+00
4.254396946590001116e-01,-2.674652586172739710e+00
-9.833431911401980807e-01,-3.722076315720489692e+00
-8.374668848826519740e-01,-4.324217171571963725e+00
-1.163939932419832957e+00,-3.938185890112490650e+00
5.820133600212168412e-01,-2.723074560281319556e+00
3.940228770891203713e-01,-2.750138256257201874e+00
3.876624221048854402e-01,-2.559608167301128834e+00
-1.360410593575168248e+00,-2.863318275827495096e+00
-6.803275906715745558e-01,-1.084401886152734695e+00
-5.997783170589248147e-01,-2.476122327474322038e+00
-3.858492872271103158e-01,-1.697271226730356686e+00
-7.005650414416320082e-01,-9.425413989361779432e-01
-2.133698487459551874e-01,-2.083068269763814762e+00
-1.248795758075641915e+00,-2.941027159621635079e+00
